,Text ID,Title,Negative,Neutral,Positive,Geopolitical Entities
2386,7422,Trump Melts Down And Accuses The US Postal Service Of Stealing The Election For Clinton,0.319,0.681,0.0,US
2389,6142,BREAKING: Trump VP Plane Slides Off Runway at LaGuardia Airport in NYC!,0.0,1.0,0.0,NYC
2399,6150,"Lights, Camera, Propaganda! Washington's Anti-Russia Campaign Invades Hollywood - Danielle Ryan",0.186,0.814,0.0,Washington; Hollywood
2400,8087,US Calls On Saudi Arabia To End Airstrikes Against Yemen,0.0,1.0,0.0,US; Saudi Arabia; Yemen
2403,9576,Nestle seeks more groundwater to expand Michigan plant,0.0,0.732,0.268,Michigan
2404,5989,POLL: Who will win Florida? - USAPoliticsNow,0.0,0.612,0.388,Florida
2411,9745,Terrorists attack police training college in Pakistan: 60 cadets killed and 120 injured,0.615,0.385,0.0,Pakistan
2413,6884,Bombs Ready: The American Blob Is Already Oozing Into Syria - Ryan Cooper,0.0,0.828,0.172,Syria
2415,5644,The Failure of US Democracy,0.452,0.548,0.0,US
2419,9851,Women In Iceland Leave Work 14% Early To Protest The Country’s 14% Wage Gap,0.211,0.789,0.0,Iceland
2425,8690,Media Roll Out Welcome Mat for ‘Humanitarian’ War in Syria,0.262,0.537,0.201,Syria
2426,10176,"Shouts of ‘Not my president!’ in California, following Trump victory",0.0,1.0,0.0,California
2428,10008,Israeli Minister sparks Scandal after showing Satisfaction at Italy's Earthquakes,0.21,0.58,0.21,Italy
2435,7106,Israeli Deputy Minister: Italy Quakes Retribution For Anti Jewish Vote,0.204,0.796,0.0,Italy
2436,7671,It’s On: Between Duterte and America,0.0,1.0,0.0,America
2437,6766,The US May Soon Face an Apocalyptic Seismic Event,0.355,0.645,0.0,US
2445,7925,FRENCH COLLEGE STUDENT came to America with her family nine years ago because Europe had become too dangerous to live in because of mass Muslim migration,0.11,0.89,0.0,America
2448,9483,What's wrong with the planet? Saudi Arabia to be reelected to UN Human Rights Council,0.181,0.819,0.0,Saudi Arabia
2449,8285,America’s Most Popular ‘Legal’ Drug is Responsible for 25% of ALL Cancer,0.234,0.479,0.287,America
2450,10261,Stationing American troops in Japan will lead to bloody tragedy – ex-PM of Japan,0.378,0.622,0.0,Japan; Japan
2456,8450,Battle For Mosul Not What It Seems,0.302,0.698,0.0,Mosul
2461,7491,UDAN effect: Bengaluru techies demand air taxi services to cross Silk Board,0.12,0.88,0.0,Bengaluru
2462,6314,Russia reveals chilling first images of super-nuke ‘Satan 2’ which has ‘power to devastate area size of Texas’,0.245,0.755,0.0,Russia; Texas
2469,10523,Russian warships ready to strike terrorists near Aleppo,0.522,0.294,0.184,Aleppo
2477,5938,US Government and the Clinton female: Come to the Psychiatrist's Couch,0.0,1.0,0.0,US
2479,5343,10 Ways Russia is Preparing For World War 3,0.328,0.672,0.0,Russia
2486,6684,Journalist facing 45 years in jail for filming the tar sands pipeline protest in North Dakota,0.118,0.882,0.0,North Dakota
2488,10047,Assassination attempt at Reno Trump rally?,0.438,0.562,0.0,Reno
2489,6254,Paris: Riot Police Flatten Invader Camp,0.419,0.581,0.0,Paris
2494,8719,BREAKING: Trump Voters in Critical Swing State FURIOUS as Machines SWITCH Votes to HILLARY | Top Right News,0.286,0.637,0.076,HILLARY
2496,10386,Israeli Minister sparks Scandal after showing Satisfaction for Italy's Earthquakes,0.21,0.58,0.21,Italy
2501,10290,"UK Prepares For War, Sends Tanks & Soldiers To Russia’s Border",0.281,0.719,0.0,UK; Russia
2506,7632,"Bankrupt Hanjin breaks stalemate, vessels begin cargo unload",0.34,0.66,0.0,Hanjin
2507,6502,"Gold prices grow by $60 as Trump wins, US dollar trashed",0.0,0.73,0.27,US
2509,5534,Nation Elects First Black-Hearted President - The Onion - America's Finest News Source,0.0,1.0,0.0,America
2517,5744,What Does Washington ‘Plan B’ in Syria Really Mean? | The Vineyard of the Saker,0.0,1.0,0.0,Syria
2518,10202,Russell Brand’s Back on ‘The Trews’ and He’s Got Quite a Bit to Say About the U.S. Elections (Video),0.0,1.0,0.0,US
2519,9252,UFO over the East Valley here in AZ last night.,0.0,1.0,0.0,AZ
2520,10319,Putin: Russia Is Not Going To Attack Anyone,0.0,0.733,0.267,Russia
2529,8251,"Saudi ambassador to the UAE: Any contact with Iran, Iraq, Syria, and Lebanon should be checked",0.0,1.0,0.0,UAE; Iran; Iraq; Syria; Lebanon
2537,8629,Lucifer's Banker: Bradley Birkenfeld on Corporate Crime in America,0.304,0.696,0.0,America
2538,6202,Trump Reaches Out to Blacks; Blacks Riot in Philadelphia,0.305,0.593,0.102,Philadelphia
2548,6185,New Report Finds Voters Have No Idea How Outraged They Supposed To Be About Anything Anymore - The Onion - America's Finest News Source,0.206,0.794,0.0,America
2552,6439,Mark Ruffalo Reportedly Placed on U.S. Terrorist Watch List,0.37,0.63,0.0,US
2555,6427,False Flag Attack Coming in Syria as Americans Sleepwalk Into World War III - Isaac Davis,0.333,0.667,0.0,Syria
2559,5907,PressTV-Russia cancels request to fuel ships in Spain,0.213,0.787,0.0,Spain
2560,6925,CAN IT GET MORE CORRUPT? Bill That Bans Naming Officers Involved in Shootings Goes to Pennsylvania Governor,0.0,1.0,0.0,Pennsylvania
2561,9420,Breaking: We Have Proof That Hillary Clinton Rigged Half the Voting Machines In America!,0.177,0.823,0.0,America
2562,8138,Russia’s patrol ship Yaroslav Mudry arrives in Cuba on visit,0.0,1.0,0.0,Russia; Cuba
2563,8279,"Rwanda & The Philippines rate better than UK for gender equality, study shows",0.0,0.805,0.195,Rwanda; Philippines; UK
2565,8686,EU using taxpayer money to give Muslim invaders in Turkey free debit cards and cash transfers to keep them out of Europe,0.0,0.864,0.136,Turkey
2570,8998,How Soon Before We Become Venezuela?,0.0,1.0,0.0,Venezuela
2577,6011,Iranian Military Commander Claims Rogue Nation Sending Elite Fighter’s to Infiltrate the US and Europe,0.0,1.0,0.0,US
2578,6719,Amazing baby! 4-year-old Bella from Moscow easily speaks 7 languages,0.0,0.552,0.448,Moscow
2582,9820,England players controversially allowed to wear three lions,0.231,0.769,0.0,England
2590,8418,"Fearing Election Day Trouble, Some US Schools Cancel Classes",0.583,0.417,0.0,US
2597,8789,"HILLARY WILL LAND IN PRISON, NOT THE OVAL OFFICE",0.292,0.708,0.0,HILLARY
2598,6395,Chelsea Clinton Hired Eric Braverman As CEO Of The Clinton Foundation To Clean House. Now It Is Being Said He Is Asking For Asylum In Russia.,0.0,0.903,0.097,Russia
2599,6163,UN failed to organize evacuation of civilians from rebel-held Aleppo – Russian envoy,0.216,0.784,0.0,Aleppo
2610,5577,Comment on NOT GUILTY: Oregon Standoff Leaders Acquitted for Malheur Wildlife Refuge Takeover by Richard Johnson,0.0,0.742,0.258,Oregon
2613,9049,"Syrian War Report – November 2, 2016: ISIS and Al-Nusra Attempt to Cut Off Govt Supply Line to Aleppo",0.261,0.739,0.0,Aleppo
2615,9522,"The Oil-Gas War Over Syria, in Maps",0.394,0.606,0.0,Syria
2619,10197,The Danger of Germany’s Current Account Surpluses,0.362,0.638,0.0,Germany
2620,9108,UK Doctors Create List of Procedures You Don’t Need,0.0,0.792,0.208,UK
2624,10475,Florida Republicans Voting for Hillary Clinton · Guardian Liberty Voice,0.0,0.726,0.274,Florida
2629,9904,"NATO Sends A Message To Russia, This Is Horrifying",0.316,0.684,0.0,Russia
2630,9069,U.S. Behind Huge Weapons Shipments To Saudi Arabia Prior to Yemen Funeral Attack,0.429,0.455,0.116,US; Saudi Arabia; Yemen
2634,6281,Will an Anti-Trump Color Revolution engulf the US?,0.0,1.0,0.0,US
2636,6338,NATO acknowledges Russia Moving Nuclear Missiles To Kaliningrad,0.0,1.0,0.0,Russia; Kaliningrad
2639,5540,ISIS applies chlorine in Aleppo,0.0,1.0,0.0,Aleppo
2643,7543,TRANSPARENCY! Report: Loretta Lynch won’t tell Congress who approved $1.7 billion cash transfer to Iran,0.0,0.819,0.181,Iran
2644,7536,Internationally-backed Libyan forces attack Daesh positions in Sirte,0.307,0.693,0.0,Sirte
2646,5702,Venezuela Throws In The Towel On Hyperinflation: Will Print 200x Higher-Denominated Bills,0.0,1.0,0.0,Venezuela
2647,7659,Series of powerful earthquakes including 6.0 magnitude strikes central Italy,0.188,0.602,0.211,Italy
2649,9161,Comment on Sweden on the brink? Police force pushed to breaking point by violence amid migrant influx by Paul Blake,0.177,0.823,0.0,Sweden
2652,8291,French Politician Blames UK Welfare System For Calais Jungle Crisis,0.459,0.541,0.0,UK; Calais
2653,9349,Syrian Refugee in Germany Gets $390K in Annual Benefits. And It's Because of Who He Takes Care Of,0.0,0.734,0.266,Germany
2655,6144,Brian Cloughley: “The Greatest Achievement of Mr. Trump would be Engage in Positive Discussions with Russia and China”,0.0,0.595,0.405,Russia; China
2662,8022,A Coup Taking Place in the United States,0.0,0.714,0.286,the United States
2665,6668,"US-led Coalition Killed 300 Civilians in just 11 Air Strikes in Syria, Amnesty International Report Finds",0.333,0.667,0.0,US; Syria
2670,6292,America Is Better Without Borders,0.0,0.58,0.42,America
2681,7176,"The Email Mess, Comey’s quandary and the expanding brawl in Washington",0.2,0.8,0.0,Washington
2684,9922,Nation Still Struggling To Come To Terms With Terrorist Living In Ireland,0.429,0.571,0.0,Ireland
2686,7974,U.S. Elections Shockwaves Hit Europe,0.0,1.0,0.0,US
2693,7301,An Alabama Reader Is Pleased To Report That Jeff Sessions Reads Ann Coulter!,0.0,0.79,0.21,Alabama
2694,7250,Pa. lawmakers approve ban on naming officers in shootings,0.31,0.69,0.0,Pa
2696,8008,"Florida’s “deceptive” solar initiative, backed by utilities companies, loses support",0.176,0.534,0.29,Florida
2704,7683,"Washington's Embargo on Cuba Not Effective, Isolated US - White House",0.189,0.666,0.145,Washington; Cuba; US
2705,8991,Comment on 184 U.S. generals and admirals endorse Trump for Commander-In-Chief by Tonya Parnell,0.0,0.714,0.286,US
2708,5376,"Exhausted, Defeated Voters Finally Beginning To Relate To Hillary Clinton - The Onion - America's Finest News Source",0.259,0.741,0.0,America
2711,9627,"American Tourist Can’t Get Over Dirty, Decaying & Dangerous Charm Of Dublin City",0.426,0.441,0.132,Dublin City
2715,8361,US calls for end to Saudi airstrikes in Yemen,0.0,1.0,0.0,US; Yemen
2718,9599,Saudi Arabia poised to be reelected to UN Human Rights Council,0.0,0.833,0.167,Saudi Arabia
2721,10311,"Saudi ambassador to the UAE: Any contact with Iran, Iraq, Syria, and Lebanon should be checked",0.0,1.0,0.0,UAE; Iran; Iraq; Syria; Lebanon
2722,5299,"Poverty Rose in 96% of U.S. House Districts, During Obama’s Presidency",0.248,0.752,0.0,US
2724,10440,New Male Birth Control Method Tested - The Onion - America's Finest News Source,0.0,1.0,0.0,America
2730,5372,Texas Cop Fired For Feeding ‘Feces’ Sandwich To Homeless Man,0.286,0.714,0.0,Texas
2739,8585,Alien Visitors? No Explanation for Mysterious Lights in Night Sky Over Arizona,0.167,0.833,0.0,Arizona
2741,6979,US Drone Pilots May Be ‘Illegally’ Acquiring Targets From UK Bases,0.0,1.0,0.0,US; UK
2742,5403,Russia Is Hoarding Gold at Breakneck Pace — The Next Global Conflict Will Be Fought With Currencies - Jay Syrmopoulos,0.204,0.796,0.0,Russia
2743,6807,Voting Against Peace in Colombia,0.0,0.533,0.467,Colombia
2744,6282,Japan approves already dead TPP deal,0.391,0.364,0.245,Japan
2746,8047,Montenegrin PM resigns shortly after suggesting Russia behind alleged coup plot,0.187,0.813,0.0,Russia
2755,9127,IRANIAN MISSILE ACCIDENTALLY DESTROYS IRANIAN SHIP AIMED FOR SYRIA!,0.473,0.527,0.0,SYRIA
2758,8662,Economic upgrade: Russia receives multiple endorsements for rapidly improving business conditions,0.0,0.781,0.219,Russia
2761,6800,Automation: Robots from Korea to America Are Replacing Workers,0.0,1.0,0.0,Korea; America
2765,10465,Legendary US Gymnastics Coach Bela Karolyi May Have Known for YEARS That Team's Doctor Sexually Abused Girls,0.171,0.829,0.0,US
2769,9017,PA Kids’ Drawings: Israel Drinks Blood of Palestinians,0.0,1.0,0.0,Israel
2773,6444,Another Saudi War Crime in Yemen as 43 Prisoners Dead in Airstrike,0.652,0.348,0.0,Yemen
2780,7450,Illinois Senator Draws Fire for Racially Charged Attack on Opponent’s Family,0.477,0.523,0.0,Illinois
2781,9315,PressTV-NATO pushes military buildup plans near Russia,0.0,1.0,0.0,Russia
2783,7976,US Military Notifies Russia Of “Sustained Alert Status” Due To “Presidential Election Threat”,0.0,0.845,0.155,US; Russia
2784,6846,Prowling Amur tiger nabbed near Vladivostok,0.0,1.0,0.0,Vladivostok
2786,9240,Putin blasts Clinton & Tells U.S. Govt to STOP Criticizing Russia,0.376,0.624,0.0,US; Russia
2788,7329,Is Trump winning? The future of America depends on a few states,0.0,0.764,0.236,America
2791,6773,WORLD WAR 3 – HILLARY V.S. TRUMP,0.436,0.564,0.0,HILLARY; VS TRUMP
2792,7926,"The Modern History of ""Rigged"" US Elections",0.294,0.706,0.0,US
2797,7334,Tiny Homes Banned in U.S. at Increasing Rate as Govt Criminalizes Sustainable Living,0.2,0.8,0.0,US
2798,8481,Reflections on US Political Tragedies,0.42,0.58,0.0,US
2802,10491,PressTV-‘Clintons worked with US enemies’,0.0,1.0,0.0,US
2805,5633,What Happens If Trump Refuses To Concede Election - The Onion - America's Finest News Source,0.0,1.0,0.0,America
2807,5353,Trump Raises Concern Over Members Of Urban Communities Voting More Than Zero Times - The Onion - America's Finest News Source,0.0,1.0,0.0,America
2809,7568,Valentin Katasonov: America is in agony and Trump is the doctor,0.219,0.781,0.0,America
2815,9515,Non-GMO 'crop circles' showing up in corn fields in Nebraska,0.0,1.0,0.0,Nebraska
2817,9159,UNSC Members Fail to Agree on New Zealand Draft Resolution on Aleppo,0.219,0.625,0.156,New Zealand; Aleppo
2827,9225,"Dear America, Let’s Now Unite and Flood Our Nation With Optimism",0.0,0.596,0.404,America
2834,7230,WHAT EVERYDAY LIFE IS REALLY LIKE IN CUBA UNDER RAÚL CASTRO,0.0,0.782,0.218,CUBA
2836,8434,Clinton’s Policy On Syria Will Lead To WW3 Says Trump,0.0,1.0,0.0,Syria
2846,10072,Russia Preparing for Nuclear World War III with NATO USA Breaking News November 5 2016,0.218,0.782,0.0,Russia; USA
2848,8700,Black Trump Supporter: ‘We need somebody that loves America’,0.0,0.547,0.453,America
2849,7734,US uses Tunisia as drone base for Libya operations - report,0.0,1.0,0.0,US; Tunisia; Libya
2852,10055,17 Shot Dead As Chicago Records Deadliest Weekend Of 2016,0.323,0.677,0.0,Chicago
2859,10148,HA HA! Look At Arkansas Today Trump +28,0.0,0.671,0.329,Arkansas
2865,5886,Human Rights group alarmed at extra-judicial killings of MQM workers' by para-military force in Pakistan,0.347,0.653,0.0,Pakistan
2873,10497,3 Charlotte Area Counties Report Voting Machines Picking Wrong Candidates,0.256,0.744,0.0,Charlotte
2875,7555,SOME FLA. RESIDENTS PLAN ARMED TRICK-OR-TREATING AFTER CREEPY CLOWN THREATS,0.237,0.763,0.0,FLA
2877,8535,Zakharova: The US is protecting Al-Nusra from being destroyed,0.286,0.714,0.0,US
2887,7941,UK announces new troop deployment near Russia's borders,0.0,1.0,0.0,UK; Russia
2890,6866,COPS AMBUSHED IN IOWA,0.0,1.0,0.0,IOWA
2896,6847,Donald Trump kicks off final campaign day with Fla. rally,0.0,1.0,0.0,Fla
2897,6193,Russia Has Shot From 124th to 40th in 'Ease of Doing Business',0.0,0.815,0.185,Russia
2899,9272,Letter to Judge in Bundy Case in Oregon,0.0,1.0,0.0,Oregon
2900,8464,"Syrian Army Enters Metro Damascus Town, Driving Rebels Further Back",0.167,0.833,0.0,Damascus
2902,5494,Hillary Clinton’s “Sudden Move” Of $1.8 Billion To Qatar Central Bank Stuns Financial World,0.0,0.922,0.078,Qatar
2909,5300,"""Russia is concentrating"" 2.0: Putin's new policy of ""active defense""",0.0,0.656,0.344,Russia
2914,7884,Yemen and YET another “False Flag” to Protect Saudi and US Interests in the Middle East | New Eastern Outlook,0.0,0.796,0.204,Yemen; YET; US
2927,9651,Donald Trump Elected 45th President Of The United States,0.0,0.741,0.259,The United States
2931,8433,No Proof Russia Hacked Hillary's E-mail,0.551,0.449,0.0,Russia
2934,10075,Is it possible that Saudi King be tried in US courts by JASTA Law?,0.0,1.0,0.0,US
2936,10140,US-led airstrike kills at least 30 Afghan civilians,0.333,0.667,0.0,US
2937,8880,US ‘Laying Groundwork’ For Raqqa Offensive In Syria,0.3,0.7,0.0,Raqqa; Syria
2939,8768,30 Civilians Die In US Airstrike Called ‘To Protect US and Afghan troops’,0.223,0.629,0.149,US; US
2942,8131,Malala Announced That She Plans To Become Prime Minister Of Pakistan,0.0,1.0,0.0,Pakistan
2945,6026,"Whether Clinton or Trump, Tensions Will Escalate with China and Russia Under Next U.S. President",0.162,0.838,0.0,China; Russia; US
2949,5797,"Break the Silence or Support Self-Determination? In Syria, the Answer Should be Obvious",0.0,0.816,0.184,Syria
2952,10229,WikiLeaks Bombshell: ‘There Is No US Election’,0.268,0.732,0.0,US
2963,5453,Russia Tests Stealth Hypersonic Nuke Capable of Wiping Texas or France,0.101,0.698,0.202,Russia; Texas; France
2964,5424,Russia's countersanctions for Syria will hit the West below the belt,0.0,1.0,0.0,Russia; Syria
2966,6056,"Slavic Brotherhood 2016: Russia, Serbia & Belarus hold joint military drills",0.0,1.0,0.0,Russia; Serbia; Belarus
2974,7457,Crooked Hillary Campaign Used A Green Screen At Today’s Low Turnout Rally In Coconut Creek FL,0.123,0.877,0.0,Coconut Creek; FL
2981,7060,Now Malaysia Dumps US for Chinese Naval Vessels,0.278,0.722,0.0,Malaysia; US
2994,10463,"‘Go Back to Where You Claim Home,’ Kansas Lawmaker Tells Protester",0.0,1.0,0.0,Kansas
2996,5382,US Secret Service Struggles To Find Recruits Who Haven’t Used Adderall,0.2,0.8,0.0,US
2999,9094,"UK Interested in Strong Energy Sector, Stable Int'l Market - Ex-Minister",0.0,0.405,0.595,UK
3002,5761,"No, Russia Is Not ‘Isolated’ Or The ‘Enemy’",0.0,1.0,0.0,Russia
3008,5953,Fifth Varshavyanka submarine joins Russia’s Navy | Russia & India Report,0.0,1.0,0.0,Russia; Russia
3019,9656,Humans Came Out Of Australia Not Africa,0.0,1.0,0.0,Australia
3020,8811,"Russia, China Look To Autonomous Financial System",0.0,1.0,0.0,Russia; China
3022,6789,5.0 Quake Near Oklahoma Oil Hub Causes Substantial Damage,0.267,0.583,0.15,Oklahoma
3024,7749,BREAKING: Hillary’s State Department Spent $9.2 Million Hiring the Terrorists Who Attacked Americans in Benghazi,0.353,0.647,0.0,Benghazi
3025,6868,UN Chief urges South Africa to reconsider quitting ICC,0.0,1.0,0.0,South Africa
3027,8432,U.S. Near Bottom in Public ‘Confidence in Elections’,0.0,1.0,0.0,US
3028,5504,Will the next US president be a psycho lesbian? (plus 2 breaking news videos),0.0,1.0,0.0,US
3033,7855,Stabbing Injures Seven People in Newark Home · Guardian Liberty Voice,0.0,0.746,0.254,Newark
3035,6355,Arkansas Republicans Put The Word “Liar” In Hillary’s Name On Ballot,0.0,1.0,0.0,Arkansas
3036,9842,"ISIS uses an industrial dough kneader to kill 250 children, roasts adults in a bakery oven in Douma, Syria",0.207,0.793,0.0,Douma; Syria
3037,5360,"Jaish Al-Fatah Leader Admits Receiving Financial, Military Aid from Saudi Arabia",0.0,0.82,0.18,Saudi Arabia
3048,9772,Crimean and Donetsk leaders comment on US elections,0.0,1.0,0.0,Donetsk; US
3057,8107,RT: Russia Just Tested a Nuclear-Capable Warhead That Can Outsmart US Anti-Missile Systems,0.0,1.0,0.0,Russia; US
3067,8231,Bitcoin Soars As China Launches Crackdown On Wealth-Management Products,0.0,1.0,0.0,China
3069,8253,The U.S. National Bird Is Now a Drone,0.0,1.0,0.0,US
3073,10015,Trump Dedicates D.C. Hotel: 'The Future Lies With The Dreamers',0.237,0.763,0.0,DC
3078,10486,US Moving ISIS Fighters From Iraq To Syria To Topple Assad,0.107,0.893,0.0,US; Iraq; Syria
3081,7116,US intelligence warns public of pre-election day terror,0.372,0.388,0.24,US
3083,5389,Russian FM Lavrov reminds USA of war crimes in Yugoslavia,0.302,0.698,0.0,USA; Yugoslavia
3086,9187,Russia and Syria Warn About US Shifting ISIS from Mosul to Battle Assad,0.267,0.733,0.0,Russia; Syria; US; Mosul
3092,7932,"France: Muslim Screams ‘There is Only One Master — Allah’, Punches Teacher in Front of Pupils",0.128,0.872,0.0,France
3096,7005,Erdogan wants to revive the dream of Ottoman Empire by supporting Saudi Arabia,0.0,0.578,0.422,Ottoman Empire; Saudi Arabia
3099,8613,"ISIS uses an industrial dough kneader to kill 250 children, roasts adults in a bakery oven in Douma, Syria",0.207,0.793,0.0,Douma; Syria
3100,9901,Estonia trains partisans for war with Russia,0.394,0.606,0.0,Estonia; Russia
3101,10045,With Dire Situation in America for Voters; Homeschool Enrollment Doubles,0.25,0.75,0.0,America
3102,9542,Schools All Over America Are Closing On Election Day Due To Fears Of Violence,0.365,0.635,0.0,America
3103,7171,North Korea Threatens ‘Sacred’ Nuclear War Against Israel if this country continue supporting ISIS,0.319,0.539,0.142,North Korea; Israel
3104,9887,"One Week, and Counting: Bottom-Fishing in America",0.0,1.0,0.0,America
3114,8904,"Wikileaks Bombshell: ‘There is no US election’ (Video, 5.26 mins)",0.196,0.804,0.0,US
3118,10157,NYT: Undocumented Student Denounces Free Speech on Immigration Policy,0.22,0.53,0.25,NYT
3119,9325,"As Flint Suffers, Nestlé Plans Dramatic Expansion of Water Privatization in Michigan",0.22,0.78,0.0,Flint; Michigan
3124,8053,Putin “Collecting” Former US Allies,0.0,1.0,0.0,US
3127,7008,UN Failed to Carry Adequate Medical Evacuations in Aleppo - Churkin,0.232,0.634,0.134,Aleppo; Churkin
3129,5574,Is America On The Brink Of Civil War?,0.358,0.642,0.0,America
3136,7900,Duterte Pulls a 180: China to Build Fake Islands Right Off Philippine Coast,0.205,0.795,0.0,China
3137,7759,Top Aide to Hillary Clinton Urges the FBI to Disclose what it Knows about Trump's Russia Ties,0.0,0.899,0.101,Russia
3138,8757,"Turkey’s Crackdown on Criticism Continues as Journalists, 10K Civil Servants Arrested",0.4,0.6,0.0,Turkey
3146,6457,Colin Kaepernick hosts ‘Know Your Rights’ camp for Oakland-area youth,0.0,1.0,0.0,Oakland
3148,9013,US abstains from UN vote calling for end to Cuban embargo,0.0,1.0,0.0,US
3160,9337,"Radio Derb Is On The Air–Leonardo And Brazil’s Miss Bum Bum Pageant, Etc.",0.118,0.882,0.0,Brazil
